Nopen,"Nama Kantor","KC/KCU",REG,"Tipe Kantor","T. TRX RITEL","T. REV RITEL","T. BRT RITEL","T. Trx Loket","T. Rev Loket","T. Brt Loket","T. Trx Agenpos","T. Rev Agenpos","T. Brt Agenpos","T. Trx Oranger","T. Rev Oranger","T. Brt Oranger","T. Trx Mplace","T. Rev Mplace","T. Brt Mplace","T. Trx PosAja","T. Rev PosAja","T. Brt PosAja","T. Trx LPU","T. Rev LPU","T. Brt LPU"
87100,"KC WAINGAPU 87100",87100,5,KPRK,1,"16,200","0.56",1,"16,200","0.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86811B1,"KPCLK BORONG 86811B1",86700,5,KPCLK,1,"192,000","1.64",1,"192,000","1.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86511B1,"KCP RUTENG 86511B1",86700,5,KPCLK,1,"28,400","0.1",0,0,0,0,0,0,1,"28,400","0.1",0,0,0,0,0,0,0,0,0
86100,"KC MAUMERE 86100",86100,5,KPRK,2,"25,650","0.4",1,"8,500","0.1",0,0,0,1,"17,150","0.3",0,0,0,0,0,0,0,0,0
85752,"KCP ATAPUPU 85752",85700,5,KPCLK,4,"34,400","0.64",4,"34,400","0.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85600,"KCP KEFAMENANU 85600",85500,5,KPCLK,1,"8,100","0.2",0,0,0,0,0,0,1,"8,100","0.2",0,0,0,0,0,0,0,0,0
84355,"KCP TALIWANG 84355",84300,5,KPCLK,1,"36,100","0.2",1,"36,100","0.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84353,"KCP ALAS 84353",84300,5,KPCLK,1,"8,600","0.5",0,0,0,0,0,0,1,"8,600","0.5",0,0,0,0,0,0,0,0,0
84352,"KCP UTANRHEE 84352",84300,5,KPCLK,2,"17,200","2.1",2,"17,200","2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84300,"KC SUMBAWA BESAR 84300",84300,5,KPRK,1,"20,300","0.1",1,"20,300","0.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84182,"KCP SAPE 84182",84100,5,KPCLK,1,"22,550",1,1,"22,550",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84171,"KCP TENTE 84171",84100,5,KPCLK,1,"40,200","0.2",1,"40,200","0.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84162,"KCP BAJO 84162",84100,5,KPCLK,2,"158,950","0.6",2,"158,950","0.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84161,"KCP SILA 84161",84100,5,KPCLK,1,"23,900","0.1",0,0,0,0,0,0,1,"23,900","0.1",0,0,0,0,0,0,0,0,0
84153,"KCP NIPA 84153",84100,5,KPCLK,3,"98,100","2.6",3,"98,100","2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84100,"KC BIMA 84100",84100,5,KPRK,1,"77,450",1,0,0,0,0,0,0,1,"77,450",1,0,0,0,0,0,0,0,0,0
83672,"KCP KERUAK 83672",83600,5,KPCLK,1,"19,500","0.06",1,"19,500","0.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83662,"KCP SIKUR 83662",83600,5,KPCLK,1,"74,100","2.4",1,"74,100","2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83653,"KCP AIKMEL 83653",83600,5,KPCLK,1,"17,000","0.1",0,0,0,0,0,0,0,0,0,1,"17,000","0.1",0,0,0,0,0,0
83561,"KCP UBUNG 83561",83000,5,KPCLK,1,"16,950","1.14",0,0,0,0,0,0,1,"16,950","1.14",0,0,0,0,0,0,0,0,0
83500,"KCP PRAYA 83500",83000,5,KPCLK,1,"13,550","0.1",1,"13,550","0.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83371,"KCP NARMADA 83371",83000,5,KPCLK,7,"123,000","3.1",0,0,0,0,0,0,0,0,0,7,"123,000","3.1",0,0,0,0,0,0
83363,"KCP GERUNG 83363",83000,5,KPCLK,1,"15,000","0.2",1,"15,000","0.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83000,"KCU MATARAM 83000",83000,5,KPRK,3,"76,800","2.06",3,"76,800","2.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82262,"KCP PEKUTATAN 82262",82100,5,KPCLK,1,"19,800",1,0,0,0,0,0,0,1,"19,800",1,0,0,0,0,0,0,0,0,0
82181,"KCP MARGA 82181",82100,5,KPCLK,1,"12,000","0.1",0,0,0,0,0,0,0,0,0,1,"12,000","0.1",0,0,0,0,0,0
82100,"KC TABANAN 82100",82100,5,KPRK,2,"22,600","0.8",2,"22,600","0.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81116U1,"agen primer koperasi pegawai pos 81116u1",81100,5,AGENPOS,1,"14,000","0.6",0,0,0,1,"14,000","0.6",0,0,0,0,0,0,0,0,0,0,0,0
81100,"KC SINGARAJA 81100",81100,5,KPRK,1,"6,500","0.25",0,0,0,0,0,0,0,0,0,1,"6,500","0.25",0,0,0,0,0,0
80871,"KCP MANGGIS 80871",80500,5,KPCLK,3,"37,500",3,0,0,0,0,0,0,0,0,0,3,"37,500",3,0,0,0,0,0,0
80800,"KCP AMLAPURA 80800",80500,5,KPCLK,2,"68,600","5.9",1,"10,900","0.5",0,0,0,1,"57,700","5.4",0,0,0,0,0,0,0,0,0
80700,"KCP SEMARAPURA 80700",80500,5,KPCLK,4,"57,000","0.4",4,"57,000","0.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80582,"KCP SUKAWATI 80582",80500,5,KPCLK,2,"17,900","1.1",1,"9,900","0.1",0,0,0,0,0,0,1,"8,000",1,0,0,0,0,0,0
80571CA,"AGEN ARJUNA UBUD 80571CA",80500,5,AGENPOS,1,"603,051","0.2",0,0,0,1,"603,051","0.2",0,0,0,0,0,0,0,0,0,0,0,0
80571C7,"AGEN RENNISANT 80571C7",80500,5,AGENPOS,1,"18,100","0.34",0,0,0,1,"18,100","0.34",0,0,0,0,0,0,0,0,0,0,0,0
80571,"KCP UBUD 80571",80500,5,KPCLK,1,"12,000","0.5",0,0,0,0,0,0,0,0,0,1,"12,000","0.5",0,0,0,0,0,0
80365CG,"AGEN SUNSET BALI 80365CG",80000,5,AGENPOS,1,"49,500","2.8",0,0,0,1,"49,500","2.8",0,0,0,0,0,0,0,0,0,0,0,0
80361C7,"AGEN DPR SAUDARA 80361C7",80000,5,AGENPOS,1,"18,000","0.1",0,0,0,1,"18,000","0.1",0,0,0,0,0,0,0,0,0,0,0,0
80351U1,"AGEN SEMPIDI 80351U1",80000,5,AGENPOS,1,"27,000","0.1",0,0,0,1,"27,000","0.1",0,0,0,0,0,0,0,0,0,0,0,0
80223CA,"AGEN DPR DEWA 2 SESETAN 80223CA",80000,5,AGENPOS,1,"32,500",0,0,0,0,1,"32,500",0,0,0,0,0,0,0,0,0,0,0,0,0
80117U1,"AGEN DPR PADANGSAMBIAN 80117U1",80000,5,AGENPOS,1,"49,500","4.4",0,0,0,1,"49,500","4.4",0,0,0,0,0,0,0,0,0,0,0,0
80117C8,"AGEN DPR VIRGO 80117C8",80000,5,AGENPOS,1,"53,500","0.25",0,0,0,0,0,0,0,0,0,1,"53,500","0.25",0,0,0,0,0,0
80116U1,"AGEN DPR UBUNG 80116U1",80000,5,AGENPOS,3,"42,300","0.4",0,0,0,3,"42,300","0.4",0,0,0,0,0,0,0,0,0,0,0,0
80113U1,"AGEN DPR MALBORO 80113U1",80000,5,AGENPOS,1,"1,946,227","5.5",0,0,0,1,"1,946,227","5.5",0,0,0,0,0,0,0,0,0,0,0,0
80000,"KCU DENPASAR 80000",80000,5,KPRK,3,"72,900","3.3",3,"72,900","3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69472,"KCP GAPURA 69472",69400,5,KPCLK,1,"7,000","0.1",0,0,0,0,0,0,1,"7,000","0.1",0,0,0,0,0,0,0,0,0
69467,"KCP SARONGGI 69467",69400,5,KPCLK,1,"20,500","0.3",0,0,0,0,0,0,1,"20,500","0.3",0,0,0,0,0,0,0,0,0
69400,"KC SUMENEP 69400",69400,5,KPRK,1,"10,400","0.3",1,"10,400","0.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69355,"KCP KADUR 69355",69300,5,KPCLK,2,"453,600","9.4",1,"62,100","0.4",0,0,0,0,0,0,0,0,0,0,0,0,1,"391,500",9
69300,"KC PAMEKASAN 69300",69300,5,KPRK,13,"152,700",7,12,"134,100","6.5",0,0,0,1,"18,600","0.5",0,0,0,0,0,0,0,0,0
69291,"KCP OMBEN 69291",69200,5,KPCLK,1,"18,000","0.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"18,000","0.3"
69200,"KC SAMPANG 69200",69200,5,KPRK,4,"54,550","0.82",2,"31,950","0.7",0,0,0,2,"22,600","0.12",0,0,0,0,0,0,0,0,0
69174,"KCP BALEGA 69174",69100,5,KPCLK,1,"17,700",1,0,0,0,0,0,0,1,"17,700",1,0,0,0,0,0,0,0,0,0
69173,"KCP GALIS 69173",69100,5,KPCLK,1,"6,310","0.5",0,0,0,0,0,0,0,0,0,0,0,0,1,"6,310","0.5",0,0,0
69166,"KCP MODUNG 69166",69100,5,KPCLK,2,"22,600","1.2",0,0,0,0,0,0,2,"22,600","1.2",0,0,0,0,0,0,0,0,0
69164,"KCP KEBANYAR 69164",69100,5,KPCLK,1,"14,500",0,0,0,0,0,0,0,0,0,0,1,"14,500",0,0,0,0,0,0,0
69162,"KCP KAMAL 69162",69100,5,KPCLK,1,"10,800","0.1",1,"10,800","0.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69156,"KCP TANJUNGBUMI 69156",69100,5,KPCLK,1,"7,000","0.34",0,0,0,0,0,0,0,0,0,1,"7,000","0.34",0,0,0,0,0,0
69154,"KCP SAPULU 69154",69100,5,KPCLK,20,"318,600","11.06",0,0,0,0,0,0,1,"16,100","0.04",19,"302,500","11.02",0,0,0,0,0,0
69100,"KC BANGKALAN 69100",69100,5,KPRK,1,"8,600","0.5",0,0,0,0,0,0,1,"8,600","0.5",0,0,0,0,0,0,0,0,0
68487,"KCP BANGOREJO 68487",68400,5,KPCLK,4,"47,000",4,2,"23,500",2,0,0,0,2,"23,500",2,0,0,0,0,0,0,0,0,0
68465,"KCP GENTENG 68465",68400,5,KPCLK,1,"27,000","1.5",0,0,0,0,0,0,0,0,0,1,"27,000","1.5",0,0,0,0,0,0
68400,"KC BANYUWANGI 68400",68400,5,KPRK,7,"193,415","6.74",2,"28,050","1.44",0,0,0,0,0,0,0,0,0,5,"165,365","5.3",0,0,0
68355,"KCP SUMBERMALANG 68355",68300,5,KPCLK,1,"21,200",2,0,0,0,0,0,0,1,"21,200",2,0,0,0,0,0,0,0,0,0
68300,"KC SITUBONDO 68300",68300,5,KPRK,1,"11,300","0.06",0,0,0,0,0,0,1,"11,300","0.06",0,0,0,0,0,0,0,0,0
68200,"KC BONDOWOSO 68200",68200,5,KPRK,1,"11,400","1.12",1,"11,400","1.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68195B1,"KCP SUMBERJAMBE 68195B1",68100,5,KPCLK,1,"7,650","0.5",0,0,0,0,0,0,1,"7,650","0.5",0,0,0,0,0,0,0,0,0
68193,"KCP KALISAT 68193",68100,5,KPCLK,1,"6,500",1,1,"6,500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68183,"KCP SEMPOLAN 68183",68100,5,KPCLK,1,"11,000","0.5",1,"11,000","0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68168B1,"KCP JOMBANG 68168B1",68100,5,KPCLK,23,"441,000","32.34",0,0,0,0,0,0,0,0,0,23,"441,000","32.34",0,0,0,0,0,0
68163,"KCP KASIYAN 68163",68100,5,KPCLK,2,"46,900","0.7",0,0,0,0,0,0,2,"46,900","0.7",0,0,0,0,0,0,0,0,0
68161,"KCP BALUNG 68161",68100,5,KPCLK,1,"10,500","0.02",0,0,0,0,0,0,0,0,0,1,"10,500","0.02",0,0,0,0,0,0
68155,"KCP TANGGUL 68155",68100,5,KPCLK,1,"8,100","0.1",0,0,0,0,0,0,1,"8,100","0.1",0,0,0,0,0,0,0,0,0
68124,"KCP WIROLEGI 68124",68100,5,KPCLK,1,"8,100","0.1",1,"8,100","0.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68122U1,"AGENPOS KEBONSARI 68122U1",68100,5,AGENPOS,1,"13,500","0.1",0,0,0,1,"13,500","0.1",0,0,0,0,0,0,0,0,0,0,0,0
68100,"KCU JEMBER 68100",68100,5,KPRK,6,"48,050","1.5",1,"13,500","0.5",0,0,0,1,"8,550",1,0,0,0,0,0,0,4,"26,000",0
67383,"KCP KUNIR 67383",67300,5,KPCLK,13,"209,000","23.9",0,0,0,0,0,0,0,0,0,13,"209,000","23.9",0,0,0,0,0,0
67374,"KCP PRONOJIWO 67374",67300,5,KPCLK,1,"21,600","2.2",0,0,0,0,0,0,1,"21,600","2.2",0,0,0,0,0,0,0,0,0
67373,"KCP CANDIPURO 67373",67300,5,KPCLK,3,"30,800","3.3",0,0,0,0,0,0,1,"10,800",1,2,"20,000","2.3",0,0,0,0,0,0
67371,"KCP TEMPEH 67371",67300,5,KPCLK,3,"63,000","0.9",0,0,0,0,0,0,3,"63,000","0.9",0,0,0,0,0,0,0,0,0
67361,"KCP SENDURO 67361",67300,5,KPCLK,1,"9,100",1,1,"9,100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67359B1,"KCP ROWOKANGKUNG 67359B1",67300,5,KPCLK,1,"22,500","1.8",0,0,0,0,0,0,1,"22,500","1.8",0,0,0,0,0,0,0,0,0
67352,"KCP SUKODONO 67352",67300,5,KPCLK,1,"9,050","0.3",0,0,0,0,0,0,1,"9,050","0.3",0,0,0,0,0,0,0,0,0
67284B1,"KCP KREJENGAN 67284B1",67200,5,KPCLK,1,"36,000","4.3",0,0,0,0,0,0,1,"36,000","4.3",0,0,0,0,0,0,0,0,0
67282,"KCP KRAKSAAN 67282",67200,5,KPCLK,1,"9,000","0.1",0,0,0,0,0,0,1,"9,000","0.1",0,0,0,0,0,0,0,0,0
67281,"KCP PAJARAKAN 67281",67200,5,KPCLK,1,"31,600",10,0,0,0,0,0,0,1,"31,600",10,0,0,0,0,0,0,0,0,0
67276,"KCP MARON 67276",67200,5,KPCLK,9,"113,890","6.36",0,0,0,0,0,0,1,"15,800","0.1",0,0,0,8,"98,090","6.26",0,0,0
67275,"KCP BANYUANYAR 67275",67200,5,KPCLK,1,"9,000","0.4",1,"9,000","0.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67272,"KCP GENDING 67272",67200,5,KPCLK,1,"20,100",1,0,0,0,0,0,0,1,"20,100",1,0,0,0,0,0,0,0,0,0
67185,"KCP NGULING 67185",67100,5,KPCLK,6,"102,650","4.3",0,0,0,0,0,0,1,"7,250","0.5",5,"95,400","3.8",0,0,0,0,0,0
67183B1,"KCP LUMBANG 67183B1",67100,5,KPCLK,2,"37,500",4,0,0,0,0,0,0,2,"37,500",4,0,0,0,0,0,0,0,0,0
67173,"KCP WONOREJO 67173",67100,5,KPCLK,1,"14,940",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"14,940",1,0,0,0
67165,"KCP NONGKOJAJAR 67165",67100,5,KPCLK,2,"65,500","2.5",0,0,0,0,0,0,0,0,0,2,"65,500","2.5",0,0,0,0,0,0
67162,"KCP PURWOSARI 67162",67100,5,KPCLK,1,"8,000",0,0,0,0,0,0,0,0,0,0,1,"8,000",0,0,0,0,0,0,0
67156C2,"AGEN MUTIARA JAYA 67156C2",67100,5,AGENPOS,1,"9,900",1,0,0,0,1,"9,900",1,0,0,0,0,0,0,0,0,0,0,0,0
67155,"KCP GEMPOL 67155",67100,5,KPCLK,1,"10,350","1.3",0,0,0,0,0,0,1,"10,350","1.3",0,0,0,0,0,0,0,0,0
67153,"KCP BANGIL 67153",67100,5,KPCLK,1,"38,000","0.48",0,0,0,0,0,0,0,0,0,1,"38,000","0.48",0,0,0,0,0,0
67100,"KC PASURUAN 67100",67100,5,KPRK,5,"79,650","0.5",5,"79,650","0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66381,"KCP DURENAN 66381",66300,5,KPCLK,1,"10,000","0.75",0,0,0,0,0,0,0,0,0,1,"10,000","0.75",0,0,0,0,0,0
66365,"KCP MUNJUNGAN 66365",66300,5,KPCLK,1,"32,400","1.42",0,0,0,0,0,0,1,"32,400","1.42",0,0,0,0,0,0,0,0,0
66362,"KCP PULE 66362",66300,5,KPCLK,1,"9,000","0.1",0,0,0,0,0,0,1,"9,000","0.1",0,0,0,0,0,0,0,0,0
66300,"KC TRENGGALEK 66300",66300,5,KPRK,4,"36,450","3.1",1,"9,450","0.1",0,0,0,3,"27,000",3,0,0,0,0,0,0,0,0,0
66291,"KCP SUMBERGEMPOL 66291",66200,5,KPCLK,11,"155,000",14,0,0,0,0,0,0,0,0,0,11,"155,000",14,0,0,0,0,0,0
66283B1,"KCP TANGGUNGGUNUNG 66283B1",66200,5,KPCLK,1,"175,500","3.1",1,"175,500","3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66272,"KCP CAMPURDARAT 66272",66200,5,KPCLK,1,"64,800","4.2",1,"64,800","4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66261,"KCP KALANGBRET 66261",66200,5,KPCLK,2,"12,600","0.4",2,"12,600","0.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66200,"KC TULUNGAGUNG 66200",66200,5,KPRK,2,"13,600","0.8",2,"13,600","0.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66191C3,"AGENPOS INDRAYANTI 66191C3",66100,5,AGENPOS,1,"10,800","0.6",0,0,0,1,"10,800","0.6",0,0,0,0,0,0,0,0,0,0,0,0
66187,"KCP GANDUSARIBLITAR 66187",66100,5,KPCLK,1,"689,153","1.4",0,0,0,0,0,0,1,"689,153","1.4",0,0,0,0,0,0,0,0,0
66161,"KCP KADEMANGAN 66161",66100,5,KPCLK,4,"34,000","3.8",0,0,0,0,0,0,0,0,0,4,"34,000","3.8",0,0,0,0,0,0
66152,"KCP SRENGAT 66152",66100,5,KPCLK,1,"18,000",1,0,0,0,0,0,0,1,"18,000",1,0,0,0,0,0,0,0,0,0
66100,"KC BLITAR 66100",66100,5,KPRK,3,"64,850","1.4",3,"64,850","1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65321,"KCP JUNREJO 65321",65300,5,KPCLK,1,"9,750","0.5",0,0,0,0,0,0,1,"9,750","0.5",0,0,0,0,0,0,0,0,0
65211,"KCP LAWANG 65211",65100,5,KPCLK,1,"9,000","0.1",1,"9,000","0.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65191B1,"KCP KROMENGAN 65191B1",65100,5,KPCLK,1,"9,900","0.9",0,0,0,0,0,0,1,"9,900","0.9",0,0,0,0,0,0,0,0,0
65177B1,"KCP PAGELARAN 65177B1",65100,5,KPCLK,1,"9,900","1.2",1,"9,900","1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65174S1,"PTN CANTIKA 65174S1",65100,5,AGENBB,4,"100,000",7,0,0,0,0,0,0,0,0,0,4,"100,000",7,0,0,0,0,0,0
65174,"KCP GONDANGLEGI 65174",65100,5,KPCLK,2,"28,800","0.6",0,0,0,0,0,0,2,"28,800","0.6",0,0,0,0,0,0,0,0,0
65165,"KCP SUMBERPUCUNG 65165",65100,5,KPCLK,2,"19,500","1.02",0,0,0,0,0,0,0,0,0,2,"19,500","1.02",0,0,0,0,0,0
